Ticker,Short Name,Price,Pe Ratio,Peg Ratio,Eps Ttm,Total Revenue,Growth,3-4 Year Sales Growth,Cagr,Ebit,Enterprise Value,Invested Capital,Roic,Dividendyield,Dividend Yield%,Earnings Growth,Roe,Roa,Debt To Equity,Pb Ratio,Free Cash Flow,Market Cap,Rev Growth,Sector
MAERSK-B.CO,A.P. Møller - Mærsk B A/S,13960.0,4.99,,2796.89,56448000000.0,0.0,-10.2,-2.94,,199495352320.0,61007000000.0,,8.53,0.0,5.56,0.13,0.05,0.3,3.85,7908874752.0,210160812032.0,0.08,Industrials
METSO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
GWO.TO,GREAT-WEST LIFECO INC,53.28,13.29,,4.01,35081998336.0,0.0,-73.29,-30.68,4838000000.0,-121447596032.0,36116000000.0,0.13,4.6,0.04,-0.11,0.12,0.01,0.28,1.85,-7726624768.0,49271107584.0,0.03,Financial Services
ABF.L,ASSOCIATED BRITISH FOODS PLC OR,2212.0,12.5,1.8,1.77,19847999488.0,6.95,18.1,4.73,,19074160640.0,11799000000.0,,2.85,0.0,-0.22,0.12,0.06,0.32,147.27,863625024.0,15767269376.0,-0.02,Consumer Defensive
9021.T,WEST JAPAN RAILWAY CO,3411.0,14.2,,240.13,1732223041536.0,0.0,65.64,15.04,56947000000.0,3038263902208.0,2599947000000.0,0.02,2.52,0.02,0.28,0.1,0.03,1.12,1.36,,1575742210048.0,0.06,Industrials
IOT,Samsara Inc.,33.74,,,-0.22,1335357056.0,0.0,191.63,34.6,-152353000.0,18593376256.0,1127574000.0,-0.14,,0.0,,-0.12,-0.05,0.07,17.03,236911376.0,19209398272.0,0.31,Technology
SHL.AX,SONIC HLTH FPO [SHL],27.66,24.26,,1.14,9330279424.0,0.0,2.08,0.57,,17680439296.0,10905513000.0,,3.87,0.04,0.17,0.07,0.04,0.58,1.62,680494016.0,13670623232.0,0.08,Healthcare
GRAB,Grab Holdings Limited,4.88,244.0,,0.02,3072000000.0,0.0,314.37,48.38,102000000.0,14740200448.0,8275000000.0,0.01,,0.0,,0.01,-0.0,0.3,3.13,939000000.0,19890880512.0,0.23,Technology
3402.T,TORAY INDUSTRIES INC,952.1,19.51,,48.8,2563279945728.0,0.0,15.02,3.96,20974000000.0,2179473473536.0,2508541000000.0,0.01,1.9,0.02,,0.05,0.03,0.46,0.87,93783998464.0,1455941746688.0,0.01,Consumer Cyclical
EVN.AX,EVOLUTION FPO [EVN],7.66,21.89,,0.35,3908486912.0,0.0,77.25,17.22,,16797100032.0,6065806000.0,,1.83,0.02,2.77,0.17,0.08,0.47,3.44,530783360.0,15338230784.0,0.52,Basic Materials
BPE,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TLC.AX,LOTTERY FPO [TLC],5.43,28.58,,0.19,3892900096.0,0.0,0.0,0.0,,14267607040.0,2754200000.0,,2.95,0.03,-0.19,1.15,0.09,9.1,40.52,190437504.0,12193716224.0,-0.06,Consumer Cyclical
VACN.SW,VAT GROUP N,285.2,38.38,,7.43,1050556992.0,0.0,4.55,1.24,,8803172352.0,753877000.0,,2.19,0.02,0.12,0.33,0.13,0.59,12.32,123596376.0,8549155328.0,0.24,Industrials
HELN.SW,HELVETIA HOLDING N,205.2,22.83,,8.99,9569399808.0,0.0,-6.79,-1.93,,-3016954112.0,5589200000.0,,3.23,0.03,5.67,0.12,0.01,0.55,2.96,-98962496.0,10850442240.0,0.0,Financial Services
3.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
MOH,Molina Healthcare Inc,156.9,7.74,,20.27,41702998016.0,0.0,46.38,11.16,1653000000.0,3155000064.0,7978000000.0,0.21,,0.0,-0.15,0.24,0.07,0.77,1.84,512375008.0,8503979520.0,0.15,Healthcare
ADDT-B.ST,Addtech AB ser. B,337.4,46.73,,7.22,22197000192.0,0.0,55.26,12.99,2830000000.0,96500858880.0,7277000000.0,0.39,0.95,0.01,0.13,0.27,0.1,0.78,12.51,2120499968.0,91059871744.0,0.07,Industrials
AUTO.L,AUTO TRADER GROUP PLC ORD 1P,819.0,25.59,,0.32,601100032.0,0.0,38.92,9.55,,7327366144.0,570400000.0,,1.27,0.0,0.02,0.5,0.36,0.01,1265.84,257500000.0,7146716672.0,0.03,Communication Services
AVTR,"Avantor, Inc.",11.5,11.39,,1.01,6665800192.0,0.0,-8.16,-2.33,1005300000.0,11551185920.0,10528400000.0,0.1,,0.0,-0.3,0.12,0.03,0.67,1.25,688837504.0,7839998464.0,-0.01,Healthcare
FORTUM,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
EN,35076,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TAP,Molson Coors Beverage Company,50.69,10.0,6.98,5.07,11283200000.0,1.43,13.11,3.48,1661900000.0,16304004096.0,19760000000.0,0.08,3.8,0.04,0.0,0.08,0.04,0.47,0.75,661387520.0,10032766976.0,-0.02,Consumer Defensive
BN4.SI,Keppel,8.58,17.51,2.57,0.49,6434196992.0,6.81,-0.15,-0.04,,25667063808.0,23053723000.0,,3.96,0.04,0.24,0.08,0.02,1.07,1.52,201260256.0,15571328000.0,-0.05,Industrials
G24,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
C38U.SI,CapLand IntCom T,2.26,16.14,63.07,0.14,1582013952.0,0.26,21.55,5.57,,25706164224.0,24469603000.0,,7.21,0.05,0.1,0.06,0.03,0.58,1.06,550532864.0,16536759296.0,-0.0,Real Estate
8113.T,UNICHARM CORP,1009.5,21.23,2.31,47.55,965422022656.0,9.19,26.35,6.71,144427000000.0,1607224262656.0,779586000000.0,0.19,1.78,0.02,-0.22,0.11,0.06,0.02,2.32,166767624192.0,1766493782016.0,-0.06,Consumer Defensive
BSY,"Bentley Systems, Incorporated",53.49,68.58,2.79,0.78,1419643008.0,24.56,40.21,9.84,335880000.0,18018430976.0,2407884000.0,0.14,0.52,0.0,-0.02,0.24,0.06,1.1,14.47,392115008.0,16250315776.0,0.1,Technology
4523.T,EISAI CO LTD,4400.0,26.89,,163.62,803021979648.0,0.0,4.39,1.2,27413000000.0,1218870116352.0,1028940000000.0,0.03,3.69,0.04,0.37,0.06,0.03,0.28,1.5,10826375168.0,1241310429184.0,0.07,Healthcare
TLX,Telix Pharmaceuticals Limited,11.34,126.0,,0.09,783206976.0,0.0,15890.34,309.06,,3608189696.0,1139024000.0,,,0.0,0.04,0.14,0.05,1.02,6.68,72813248.0,3959429120.0,0.49,Healthcare
SKF-B.ST,"SKF, AB ser. B",235.0,19.9,1.63,11.81,95548997632.0,12.2,20.79,5.38,9042000000.0,117204082688.0,53157000000.0,0.17,3.31,0.03,-0.66,0.1,0.05,0.35,2.01,8310750208.0,107100545024.0,-0.1,Industrials
27.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NHY.OL,NORSK HYDRO,64.34,13.27,,4.85,215355998208.0,0.0,36.07,8.93,20809000000.0,147686604800.0,136808000000.0,0.15,3.55,0.04,-0.04,0.11,0.15,0.35,1.27,23249874944.0,126390132736.0,0.04,Basic Materials
MAERSK-A.CO,A.P. Møller - Mærsk A A/S,13770.0,4.92,,2796.84,56448000000.0,0.0,-10.2,-2.94,,198254084096.0,61007000000.0,,8.58,0.0,5.56,0.13,0.05,0.3,3.8,7908874752.0,208736681984.0,0.08,Industrials
9502.T,CHUBU ELECTRIC POWER CO INC,1973.5,7.38,,267.41,3648955088896.0,0.0,35.64,8.83,133373000000.0,4193360805888.0,5543691000000.0,0.02,3.55,0.03,-0.14,0.07,0.02,1.0,0.53,,1490430590976.0,-0.02,Utilities
CAR.AX,CAR GROUP FPO [CAR],37.0,54.41,,0.68,1147168000.0,0.0,157.21,29.99,,15139961856.0,4182403000.0,,2.08,0.02,0.06,0.09,0.06,0.43,4.55,215548000.0,13980967936.0,0.09,Communication Services
TRYG.CO,Tryg A/S,162.7,19.99,,8.14,40979001344.0,0.0,68.4,15.57,,101235621888.0,47672000000.0,,4.9,0.05,-0.07,0.13,0.04,0.15,2.64,7501000192.0,98120458240.0,0.0,Financial Services
HM-B.ST,"Hennes & Mauritz AB, H & M ser.",138.7,22.55,1.81,6.15,233250996224.0,12.45,17.85,4.66,15732000000.0,279561961472.0,36520000000.0,0.43,5.07,0.05,-0.22,0.25,0.06,2.01,6.09,12484124672.0,222390173696.0,-0.05,Consumer Cyclical
MNG.L,M&G PLC,259.9,,,-0.15,5458999808.0,0.0,-16.59,-4.91,,8267239424.0,9767000000.0,,7.79,0.0,,-0.09,0.0,2.08,187.52,-1150125056.0,6272166912.0,-0.22,Financial Services
SGH.AX,SGHLIMITED FPO [SGH],51.38,25.82,,,,0.0,119.55,24.4,,,9076000000.0,,,0.01,,,,0.0,4.44,,20911558656.0,,
TELIA.ST,Telia Company AB,34.54,25.4,19.04,1.36,89406996480.0,1.33,0.89,0.25,12126000000.0,223524454400.0,122491000000.0,0.1,5.78,0.06,-0.58,0.11,0.04,1.76,2.73,13428750336.0,135813349376.0,-0.02,Communication Services
3659.T,NEXON CO LTD,3008.0,19.98,85.93,150.52,451726999552.0,0.23,62.58,14.44,76375000000.0,1903676227584.0,1017484000000.0,0.08,1.01,0.01,,0.13,0.08,0.04,2.46,,2401722433536.0,,Communication Services
S32.AX,SOUTH32 FPO [S32],3.02,,,-0.08,6210999808.0,0.0,0.05,0.02,,13695299584.0,9854000000.0,,3.31,0.02,5.79,-0.03,0.02,0.18,1.49,-216124992.0,13553608704.0,0.24,Basic Materials
5713.T,SUMITOMO METAL MINING CO,3646.0,60.7,,60.07,1562651000832.0,0.0,26.55,6.75,54779000000.0,,2406040000000.0,0.02,3.6,0.03,0.24,,,0.0,0.54,,993261518848.0,-0.08,Basic Materials
SIG.AX,SIGMAHEALT FPO [SIG],2.86,,,-0.01,3480613888.0,0.0,39.21,9.62,,4408153088.0,837860000.0,,0.36,0.0,-0.67,-0.0,0.01,0.16,6.16,453698240.0,33014982656.0,0.09,Healthcare
AC,"Associated Capital Group, Inc.",36.37,20.21,,1.8,12293000.0,0.0,-37.03,-12.05,45855000.0,414109792.0,898958000.0,0.05,0.55,0.0,-0.44,0.04,-0.01,0.0,0.86,-2312500.0,768279872.0,-0.29,Financial Services
CON,Concentra Group Holdings Parent,21.62,15.78,,1.37,2006215936.0,0.0,9.71,2.61,305238000.0,4719567360.0,1941350000.0,0.16,1.24,0.0,-0.14,0.19,0.08,5.93,8.09,164782256.0,2771078656.0,0.15,Healthcare
4612.T,NIPPON PAINT HOLDINGS CO LTD,1321.0,23.12,1.53,57.13,1660125052928.0,15.15,64.16,14.75,138048000000.0,4242121424896.0,2374282000000.0,0.06,1.21,0.01,0.22,0.09,0.04,0.95,2.09,47419875328.0,3102672420864.0,0.06,Basic Materials
DAL,"Delta Air Lines, Inc.",53.64,7.8,,6.88,61924999168.0,0.0,106.17,22.24,6361000000.0,53841162240.0,32496000000.0,0.2,1.4,0.01,0.63,0.3,0.05,1.28,1.99,944374976.0,35024130048.0,-0.0,Industrials
ORSTED.CO,ORSTED A/S,308.6,114.72,,2.69,72571002880.0,0.0,-14.91,-4.38,7360000000.0,208814686208.0,169796000000.0,0.04,,0.0,0.8,0.03,0.03,0.95,1.98,-36059623424.0,129684529152.0,0.08,Utilities
ITRK.L,INTERTEK GROUP PLC ORD 1P,4700.0,20.98,2.79,2.24,3396400128.0,7.52,21.78,5.62,,8643300352.0,2244700000.0,,3.39,0.0,0.12,0.3,0.1,1.24,666.38,361824992.0,7349342720.0,0.0,Industrials
WISE.L,WISE PLC CLS A ORD GBP0.01,1020.0,25.5,4.96,0.4,1644999936.0,5.14,220.36,38.15,,9121612800.0,1485600000.0,,,0.0,-0.07,0.35,0.02,0.13,747.8,442400000.0,10306079744.0,0.11,Technology
MPL.AX,MEDIBANK FPO [MPL],5.04,28.0,,0.18,8335099904.0,0.0,14.37,3.8,,10695547904.0,2340600000.0,,3.1,0.03,-0.01,0.21,0.11,0.09,5.79,446100000.0,13880159232.0,0.08,Financial Services
BNR,Burning Rock Biotech Limited,6.82,,,-3.22,523280992.0,0.0,1.57,0.43,-211783000.0,281137600.0,571802000.0,-0.37,,0.0,,-0.37,-0.14,0.07,0.13,-7972375.0,73428216.0,0.06,Healthcare
4689.T,LY CORPORATION,491.1,23.5,1.25,20.9,1944023990272.0,18.8,22.33,5.76,96781000000.0,4829863215104.0,4692568000000.0,0.02,2.87,0.01,-0.06,0.06,0.02,0.57,1.17,25771249664.0,3393790672896.0,0.06,Consumer Cyclical
KGF.L,KINGFISHER PLC ORD 15 5/7P,276.2,27.62,1.18,0.1,12784000000.0,23.4,-3.03,-0.85,,6904536064.0,6453000000.0,,4.5,0.0,,0.03,0.03,0.37,77.56,683000000.0,4803145728.0,-0.01,Consumer Cyclical
FSV.TO,FIRSTSERVICE CORPORATION,271.99,63.4,,4.29,5427949056.0,0.0,60.57,14.05,354379000.0,14259795968.0,2494108000.0,0.14,0.55,0.0,0.32,0.12,0.05,0.9,9.88,207091248.0,12388083712.0,0.09,Real Estate
7911.T,TOPPAN HOLDINGS INC,4201.0,14.18,,296.17,1717960048640.0,0.0,11.01,2.94,99538000000.0,1034508566528.0,1761153000000.0,0.06,1.33,0.01,-0.0,0.07,0.02,0.33,0.94,-8522250240.0,1213274128384.0,-0.01,Industrials
S68.SI,SGX,16.02,26.7,3.67,0.6,1321655040.0,7.27,16.64,4.37,,16573788160.0,2602932000.0,,2.2,0.0,0.21,0.35,0.11,0.35,8.44,526424512.0,17129706496.0,0.15,Financial Services
LI,Li Auto Inc.,24.79,23.39,1.32,1.06,144753098752.0,17.69,434.84,59.28,9621854000.0,-44318658560.0,80200565000.0,0.12,,0.0,0.1,0.12,0.03,0.23,0.35,2200474112.0,25042612224.0,0.01,Consumer Cyclical
ELE,101388,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BSL.AX,BLUESCOPE FPO [BSL],23.73,19.45,,1.22,16428900352.0,0.0,32.13,8.04,,10964902912.0,10906600000.0,,2.53,0.03,-0.59,0.06,0.04,0.06,0.93,-80537504.0,10408214528.0,-0.07,Basic Materials
TREL-B.ST,Trelleborg AB ser. B,350.8,22.43,,15.64,34642001920.0,0.0,43.64,10.58,5643000000.0,88915795968.0,36812000000.0,0.15,2.13,0.02,-0.07,0.09,0.06,0.29,2.18,2960875008.0,79863128064.0,-0.02,Industrials
CA,Xtrackers California Municipal ,,,,,,0.0,0.0,0.0,,,,,3.26,,,,,0.0,,,,,
4755.T,RAKUTEN GROUP INC,800.5,,,-89.9,2328312938496.0,0.0,35.53,8.81,26061000000.0,2376763965440.0,6297310000000.0,0.0,,0.0,,-0.14,-0.0,4.62,2.11,-1119816777728.0,1725958062080.0,0.1,Consumer Cyclical
RIVN,"Rivian Automotive, Inc.",11.79,,,-3.13,5151000064.0,0.0,8936.36,249.12,-3183000000.0,11927387136.0,10504000000.0,-0.3,,0.0,,-0.54,-0.15,0.84,2.36,-962499968.0,14646127616.0,0.12,Consumer Cyclical
SGP.AX,STOCKLAND. STAPLED [SGP],5.63,29.63,,0.19,3044999936.0,0.0,9.49,2.55,,18486237184.0,14623000000.0,,4.48,0.04,1.4,0.04,0.02,0.56,1.35,-437875008.0,13510986752.0,0.08,Real Estate
DVA,DaVita Inc.,129.5,12.76,1.68,10.15,13161327616.0,7.62,10.3,2.76,1996849000.0,23257849856.0,9891614000.0,0.2,,0.0,-0.1,0.58,0.07,8.25,-26.0,1096789760.0,9259249664.0,0.06,Healthcare
YAR.OL,YARA INTERNATIONAL,370.0,13.17,,28.1,14595000320.0,0.0,-16.54,-4.9,1254000000.0,97294811136.0,11702000000.0,0.11,1.36,0.0,411.0,0.09,0.04,0.52,11.7,1890000000.0,94248615936.0,0.12,Basic Materials
TIH.TO,TOROMONT IND,140.86,23.83,,5.91,5111029760.0,0.0,29.19,7.37,698544000.0,11416229888.0,3953899000.0,0.18,1.47,0.01,-0.08,0.17,0.08,0.33,3.8,441574880.0,11437212672.0,0.01,Industrials
IAG.TO,IA FINANCIAL CORPORATION,141.27,13.19,,10.71,8457999872.0,0.0,-71.58,-29.48,1331000000.0,15007776768.0,8550000000.0,0.16,2.78,0.03,0.53,0.13,0.01,0.41,1.86,-66500000.0,13109149696.0,0.15,Financial Services
LKQ,LKQ Corporation,29.46,10.75,0.92,2.74,14046000128.0,11.65,9.67,2.6,1214000000.0,13236857856.0,10947000000.0,0.11,4.03,0.04,0.04,0.11,0.05,0.9,1.16,526124992.0,7579851264.0,-0.02,Consumer Cyclical
6869.T,SYSMEX CORP,2045.5,23.74,,86.15,502428008448.0,0.0,39.82,9.75,42723000000.0,1266277679104.0,496135000000.0,0.09,1.76,0.02,-0.59,0.1,0.08,0.14,2.76,,1275588116480.0,-0.06,Healthcare
UNI,Unicaja Banco SA,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ALA.TO,ALTAGAS LTD.,41.27,15.87,,2.6,12830999552.0,0.0,17.73,4.64,1457000000.0,23168624640.0,17823000000.0,0.08,3.05,0.03,,0.09,0.04,1.13,1.5,-6625000.0,12347654144.0,0.02,Energy
HEIO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CPB,The Campbell's Company,32.44,21.63,0.58,1.5,10225000448.0,37.26,13.69,3.62,950000000.0,16795336704.0,10766000000.0,0.09,4.74,0.05,-0.5,0.12,0.06,1.88,2.5,681625024.0,9671335936.0,0.04,Consumer Defensive
SYENS,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ASX.AX,ASX FPO [ASX],64.55,25.72,,2.51,1664999936.0,0.0,9.22,2.48,,11032971264.0,4001100000.0,,3.45,0.03,0.06,0.13,0.05,0.09,3.33,68175000.0,12542001152.0,0.11,Financial Services
HEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ORNBV,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
HRL,Hormel Foods Corporation,28.48,20.94,2.85,1.36,11924157440.0,7.35,4.7,1.28,1034178000.0,17829566464.0,10890283000.0,0.09,4.06,0.04,-0.05,0.09,0.05,0.36,1.95,449302016.0,15661008896.0,0.0,Consumer Defensive
GBLB,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
MZTF.TA,MIZRAHI TEFAHOT BK,20470.0,9.73,,21.04,14222000128.0,0.0,43.12,10.46,,8356833792.0,73984000000.0,,3.89,0.0,0.01,0.18,0.01,0.0,165.24,,53209518080.0,0.01,Financial Services
EMSN.SW,EMS-CHEMIE N,645.0,31.23,,20.65,2090644992.0,0.0,-8.12,-2.32,,14756922368.0,1834969000.0,,2.14,0.02,-0.0,0.26,0.15,0.0,8.22,298953120.0,15085904896.0,-0.02,Basic Materials
ALO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
66.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TEN,Tsakos Energy Navigation Ltd,20.27,4.53,,4.47,799523008.0,0.0,47.23,11.34,285864000.0,1958261504.0,,,7.3,0.0,-0.3,0.1,0.04,0.96,0.34,,610686464.0,-0.02,Energy
SCA-B.ST,Svenska Cellulosa AB SCA ser. B,131.45,24.43,,5.38,22907000832.0,0.0,7.49,2.03,5295000000.0,107513921536.0,103572000000.0,0.05,2.31,0.02,0.13,0.04,0.01,0.15,0.89,514375008.0,92351643648.0,0.0,Basic Materials
83.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
C6L.SI,SIA,6.53,8.27,,0.79,19539800064.0,0.0,156.6,29.9,3343400000.0,23487870976.0,27274000000.0,0.12,6.13,0.06,0.65,0.17,0.02,0.8,1.24,2317900032.0,19425312768.0,0.02,Industrials
JPY.T,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
AKRBP.OL,AKER BP,244.0,20.5,,11.9,11711800320.0,0.0,117.07,24.01,6500600000.0,159748505600.0,19478200000.0,0.33,10.84,0.01,,0.06,0.11,0.73,13.0,815675008.0,153833472000.0,-0.24,Energy
SKA-B.ST,Skanska AB ser. B,235.0,15.79,,14.88,184660000768.0,0.0,22.67,5.84,8637000000.0,102697811968.0,58848000000.0,0.15,3.42,0.03,-0.02,0.11,0.03,0.29,1.65,6184249856.0,96791797760.0,0.02,Industrials
4188.T,MITSUBISHI CHEMICAL GROUP CORP,788.3,24.9,,31.66,4271058976768.0,0.0,10.82,2.89,136860000000.0,3397311528960.0,3781557000000.0,0.04,4.14,0.04,-0.5,0.04,0.02,0.91,0.63,-138145120256.0,1095461109760.0,-0.22,Basic Materials
KEY.TO,KEYERA CORP,42.75,18.51,,2.31,7269449216.0,0.0,43.2,10.48,908649000.0,13781131264.0,6508648000.0,0.14,4.98,0.05,-0.11,0.19,0.06,1.36,3.48,523480256.0,9796290560.0,-0.06,Energy
4911.T,SHISEIDO COMPANY LIMITED,2565.5,,,-3.19,951880974336.0,0.0,-1.92,-0.54,10275000000.0,1301613510656.0,854900000000.0,0.01,1.5,0.01,0.77,-0.0,0.01,0.53,1.67,6323624960.0,1024981336064.0,-0.07,Consumer Defensive
CAE.TO,CAE INC,39.33,30.97,,1.27,4707899904.0,0.0,39.65,9.71,712900000.0,15822101504.0,7569800000.0,0.09,,0.0,,0.09,0.04,0.7,2.58,541849984.0,12607625216.0,,Industrials
JMT,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8136.T,SANRIO CO LTD,6206.0,36.9,2.35,168.18,144903995392.0,15.71,174.63,32.37,14005000000.0,1399769137152.0,147319000000.0,0.1,0.97,0.01,4.48,0.49,0.18,0.42,13.76,34236499968.0,1472603226112.0,0.46,Consumer Cyclical
BOL.ST,Boliden AB,318.8,10.92,,29.2,91383996416.0,0.0,29.97,7.55,11577000000.0,108891201536.0,97975000000.0,0.12,2.56,0.0,-0.84,0.12,0.04,0.39,1.28,-2250000.0,90566295552.0,-0.02,Basic Materials
FOX,Fox Corporation,49.19,10.0,,4.92,16300000256.0,0.0,16.65,4.37,3464000000.0,24422914048.0,18564000000.0,0.19,1.14,0.01,1.25,0.2,0.09,0.6,1.84,2585125120.0,22872610816.0,0.06,Communication Services
7309.T,SHIMANO INC,16480.0,40.16,9.85,410.35,471515004928.0,4.08,-17.48,-5.19,60800000000.0,981980741632.0,881344000000.0,0.07,2.06,0.02,,0.04,0.04,0.0,1.75,-7475999744.0,1444493393920.0,0.06,Consumer Cyclical
UAL,"United Airlines Holdings, Inc.",89.29,8.96,5.77,9.97,57985998848.0,1.55,131.64,26.26,5578000000.0,46076039168.0,40453000000.0,0.14,,0.0,-0.26,0.28,0.05,2.45,2.16,2323624960.0,28906031104.0,0.02,Industrials
288.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CCL.B.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
A17U.SI,CapLand Ascendas REIT,2.72,17.0,10.24,0.16,1506401024.0,1.66,24.18,6.2,,19510032384.0,16832656000.0,,2.74,0.06,-0.15,0.07,0.03,0.69,1.24,373264384.0,12529082368.0,-0.02,Real Estate
ELISA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8951.T,NIPPON BUILDING FUND INC,140000.0,25.91,,5404.0,101026996224.0,0.0,4.68,1.28,,742191988736.0,1296744423000.0,,3.43,0.04,,0.06,0.02,0.82,0.35,43486126080.0,1211000029184.0,,Real Estate
4204.T,SEKISUI CHEMICAL CO,2712.5,13.85,,195.87,1304072945664.0,0.0,12.07,3.21,47026000000.0,1159229210624.0,895729000000.0,0.05,2.97,0.03,-0.44,,,0.14,1.41,47244623872.0,1121957838848.0,0.02,Industrials
RNO,50685,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CTC.A.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8593.T,MITSUBISHI HC CAPITAL INC,1168.0,12.42,,94.02,2090807984128.0,0.0,18.42,4.81,99150000000.0,10257789091840.0,10050991000000.0,0.01,3.98,0.03,0.11,0.08,0.01,4.92,0.94,552071856128.0,1676780765184.0,0.02,Financial Services
OMV,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TFII.TO,TFI INTERNATIONAL INC,118.5,19.82,,5.98,8263477760.0,0.0,16.29,4.28,635787000.0,12875373568.0,5127468000.0,0.12,2.07,0.01,-0.15,0.14,0.05,1.13,3.67,738370240.0,9838143488.0,-0.1,Industrials
PAH3,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
2801.T,KIKKOMAN CORP,1309.5,20.14,13.7,65.02,706420998144.0,1.47,37.28,9.19,46848000000.0,1207278764032.0,526781000000.0,0.09,2.3,0.02,-0.15,0.11,0.07,0.11,2.46,,1231768125440.0,-0.01,Consumer Defensive
TEL2-B.ST,Tele2 AB ser. B,155.05,26.02,8.02,5.96,29581000704.0,3.25,10.43,2.79,6234000000.0,137545662464.0,44933000000.0,0.14,4.05,0.04,0.25,0.21,0.07,1.52,5.45,6564375040.0,107530436608.0,-0.0,Communication Services
OTEX.TO,OPEN TEXT CORPORATION,42.52,12.65,,3.36,5168404992.0,0.0,47.93,11.48,859460000.0,15336425472.0,10306788000.0,0.08,3.72,0.0,-0.88,0.11,0.05,1.69,2.76,862040512.0,11018718208.0,-0.04,Technology
EDEN,iShares Inc iShares MSCI Denmar,,15.25,,,,0.0,0.0,0.0,,,,,1.92,,,,,0.0,,,,,
9843.T,NITORI HOLDINGS CO LTD,13335.0,,,-168.28,927702974464.0,0.0,-95.94,-58.92,67591000000.0,1560995823616.0,579129000000.0,0.12,0.74,0.01,0.08,0.09,0.06,0.21,1.64,,1507015000064.0,-0.0,Consumer Cyclical
EVD,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NESTE,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
4151.T,KYOWA KIRIN CO LTD,2662.0,36.29,,73.36,493237993472.0,0.0,40.69,9.94,80398000000.0,1181924720640.0,862688000000.0,0.09,2.23,0.02,,,,0.03,1.66,,1393530372096.0,,Healthcare
1801.T,TAISEI CORP,9603.0,14.07,,682.45,2154222977024.0,0.0,39.59,9.7,36780000000.0,1701712756736.0,1181708000000.0,0.03,1.56,0.02,0.95,0.14,0.03,0.35,1.9,-69161246720.0,1607753531392.0,0.01,Industrials
3064.T,MONOTARO CO.LTD,2730.0,46.4,,58.83,308954005504.0,0.0,51.86,12.3,25597000000.0,1331685097472.0,98021000000.0,0.26,1.21,0.01,0.26,0.27,0.17,0.09,11.94,14977250304.0,1356553388032.0,0.16,Consumer Cyclical
7259.T,AISIN CORPORATION,2249.0,16.31,,137.86,4932348936192.0,0.0,24.98,6.39,45537000000.0,2118683983872.0,2862131000000.0,0.02,3.11,0.03,,0.07,0.03,0.3,0.86,,1679921905664.0,,Consumer Cyclical
ENT.L,ENTAIN PLC ORD EUR0.01,938.0,,,-0.71,5089200128.0,0.0,32.88,8.21,,9856800768.0,5176900000.0,,1.87,0.0,,-0.19,0.03,1.97,387.92,687512512.0,6074206208.0,0.07,Consumer Cyclical
RXL,ProShares Ultra Health Care,,23.42,,,,0.0,0.0,0.0,,,,,1.67,,,,,0.0,,,,,
ZAL,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
6479.T,MINEBEA MITSUMI INC,2584.5,17.52,,147.53,1534174035968.0,0.0,35.45,8.79,49789000000.0,1308373286912.0,1207049000000.0,0.04,1.99,0.02,-0.22,,,0.69,1.4,44281626624.0,1037896384512.0,0.03,Technology
